POLICY_NUMBER,CUSTOMER_ID,AGENT_ID,INSURANCE_TYPE,POLICY_EFF_DT,PREMIUM_AMOUNT,RISK_SEGMENTATION,CLAIM_STATUS,STATE,IS_FRAUD
POL001604,CUST01604,AGT0122,Life,2022-03-27,2716,Low,Under Investigation,GA,0
POL001605,CUST01605,AGT0137,Health,2022-12-04,3239,Low,Approved,OH,0
POL001606,CUST01606,AGT0153,Home,2018-03-09,775,High,Approved,TX,0
POL001607,CUST01607,AGT0148,Travel,2021-04-08,2530,Medium,Rejected,GA,0
POL001608,CUST01608,AGT0113,Health,2019-05-08,3181,Medium,Approved,TX,0
POL001609,CUST01609,AGT0124,Auto,2015-12-19,3234,High,Approved,OH,0
POL001610,CUST01610,AGT0102,Travel,2017-01-02,1035,Low,Approved,GA,0
POL001611,CUST01611,AGT0068,Health,2021-09-24,1748,High,Approved,CA,0
POL001612,CUST01612,AGT0146,Life,2021-03-04,1601,Medium,Approved,FL,0
POL001613,CUST01613,AGT0176,Life,2019-09-09,3379,Medium,Approved,FL,0
POL001614,CUST01614,AGT0142,Home,2022-01-10,1979,Low,Rejected,WA,0
POL001615,CUST01615,AGT0155,Auto,2021-03-21,3071,Low,Under Investigation,FL,0
POL001616,CUST01616,AGT0167,Travel,2018-01-20,3789,Low,Approved,WA,0
POL001617,CUST01617,AGT0074,Life,2017-08-23,4087,Low,Approved,OH,1
POL001618,CUST01618,AGT0013,Home,2023-07-03,1327,Low,Approved,WA,0
POL001619,CUST01619,AGT0068,Travel,2023-09-29,4565,Medium,Approved,MI,0
POL001620,CUST01620,AGT0151,Life,2015-04-11,1245,Medium,Approved,FL,1
POL001621,CUST01621,AGT0164,Life,2022-02-11,598,Low,Rejected,OH,0
POL001622,CUST01622,AGT0103,Auto,2016-03-12,702,Medium,Approved,NC,0
POL001623,CUST01623,AGT0156,Life,2022-09-30,1404,High,Approved,CA,0
POL001624,CUST01624,AGT0015,Health,2020-04-18,4429,Medium,Rejected,GA,1
POL001625,CUST01625,AGT0129,Auto,2021-03-10,1435,Medium,Rejected,IL,0
POL001626,CUST01626,AGT0136,Health,2021-04-23,3620,Medium,Approved,CA,0
POL001627,CUST01627,AGT0102,Auto,2020-06-10,2383,Low,Approved,MI,0
POL001628,CUST01628,AGT0144,Auto,2017-04-03,679,Low,Under Investigation,FL,0
POL001629,CUST01629,AGT0099,Life,2022-04-06,2498,High,Approved,MI,0
POL001630,CUST01630,AGT0105,Home,2019-12-26,627,Medium,Rejected,FL,0
POL001631,CUST01631,AGT0121,Health,2019-11-27,2642,Medium,Rejected,OH,0
POL001632,CUST01632,AGT0159,Auto,2017-11-12,3014,High,Approved,NY,0
POL001633,CUST01633,AGT0050,Life,2015-02-02,2846,Low,Approved,MI,0
POL001634,CUST01634,AGT0061,Life,2019-12-26,1771,Low,Approved,WA,0
POL001635,CUST01635,AGT0084,Home,2018-02-07,3949,Medium,Approved,NC,0
POL001636,CUST01636,AGT0041,Auto,2020-12-06,3185,Low,Approved,MI,0
POL001637,CUST01637,AGT0067,Auto,2018-04-12,1646,Medium,Rejected,NC,0
POL001638,CUST01638,AGT0071,Auto,2023-10-02,2455,Medium,Rejected,FL,0
POL001639,CUST01639,AGT0063,Auto,2021-02-15,988,Medium,Under Investigation,WA,0
POL001640,CUST01640,AGT0083,Travel,2019-02-06,4654,Low,Under Investigation,OH,0
POL001641,CUST01641,AGT0101,Health,2021-05-16,3888,Medium,Rejected,NY,0
POL001642,CUST01642,AGT0140,Life,2020-10-31,1795,Low,Approved,TX,1
POL001643,CUST01643,AGT0061,Travel,2020-08-01,3537,High,Approved,NC,0
POL001644,CUST01644,AGT0170,Travel,2020-03-14,3556,Low,Rejected,FL,0
POL001645,CUST01645,AGT0096,Health,2023-05-21,3243,High,Approved,GA,0
POL001646,CUST01646,AGT0145,Home,2017-11-09,743,Low,Approved,CA,0
POL001647,CUST01647,AGT0023,Home,2018-11-21,4453,Low,Approved,GA,0
POL001648,CUST01648,AGT0035,Auto,2017-04-11,4801,Medium,Approved,GA,0
POL001649,CUST01649,AGT0091,Life,2020-02-15,4883,Low,Approved,OH,0
POL001650,CUST01650,AGT0074,Home,2023-11-21,4913,Low,Rejected,GA,0
POL001651,CUST01651,AGT0100,Health,2020-06-22,4679,Medium,Approved,WA,0
POL001652,CUST01652,AGT0032,Home,2016-11-10,3825,Medium,Approved,MI,0
POL001653,CUST01653,AGT0095,Life,2023-04-17,755,Low,Approved,IL,0
POL001654,CUST01654,AGT0138,Auto,2022-02-09,2593,Medium,Approved,MI,1
POL001655,CUST01655,AGT0146,Life,2018-12-17,1603,High,Approved,WA,0
POL001656,CUST01656,AGT0050,Travel,2016-04-26,1489,Medium,Approved,TX,0
POL001657,CUST01657,AGT0069,Life,2018-08-16,4237,Low,Approved,NY,0
POL001658,CUST01658,AGT0106,Life,2022-03-28,4156,Low,Rejected,NC,0
POL001659,CUST01659,AGT0104,Auto,2020-03-11,2849,High,Approved,OH,0
POL001660,CUST01660,AGT0159,Life,2016-09-02,3813,Low,Under Investigation,TX,1
POL001661,CUST01661,AGT0079,Life,2016-06-05,1082,Low,Rejected,IL,0
POL001662,CUST01662,AGT0135,Home,2023-09-14,1498,Medium,Approved,NY,0
POL001663,CUST01663,AGT0177,Home,2019-01-09,4372,Low,Approved,NC,0
POL001664,CUST01664,AGT0060,Life,2021-03-04,2530,Medium,Approved,OH,0
POL001665,CUST01665,AGT0165,Auto,2018-03-31,2959,Low,Rejected,TX,0
POL001666,CUST01666,AGT0067,Health,2015-10-24,2582,Medium,Rejected,CA,0
POL001667,CUST01667,AGT0067,Life,2018-09-15,1409,High,Rejected,FL,0
POL001668,CUST01668,AGT0131,Travel,2021-03-27,4218,High,Under Investigation,TX,0
POL001669,CUST01669,AGT0125,Health,2017-12-31,3912,High,Approved,MI,1
POL001670,CUST01670,AGT0110,Home,2020-06-06,3577,High,Rejected,FL,0
POL001671,CUST01671,AGT0047,Travel,2018-12-10,2089,Low,Approved,GA,0
POL001672,CUST01672,AGT0020,Auto,2018-01-14,3394,High,Rejected,TX,0
POL001673,CUST01673,AGT0182,Health,2017-04-17,4789,High,Approved,IL,0
POL001674,CUST01674,AGT0175,Auto,2017-05-06,3424,Medium,Rejected,WA,1
POL001675,CUST01675,AGT0178,Health,2017-04-20,2724,Low,Approved,GA,0
POL001676,CUST01676,AGT0103,Life,2021-06-19,1717,Low,Approved,FL,0
POL001677,CUST01677,AGT0177,Health,2018-01-13,2852,Medium,Approved,NC,0
POL001678,CUST01678,AGT0095,Travel,2021-09-02,2172,Medium,Under Investigation,OH,0
POL001679,CUST01679,AGT0016,Travel,2017-10-19,3250,Low,Approved,FL,0
POL001680,CUST01680,AGT0040,Travel,2017-12-11,705,Low,Approved,WA,0
POL001681,CUST01681,AGT0055,Life,2023-04-26,1355,Medium,Approved,WA,0
POL001682,CUST01682,AGT0076,Life,2022-11-19,4041,Low,Approved,OH,0
POL001683,CUST01683,AGT0188,Home,2018-08-09,2213,High,Under Investigation,CA,0
POL001684,CUST01684,AGT0067,Travel,2017-06-02,2448,Low,Under Investigation,IL,0
POL001685,CUST01685,AGT0123,Auto,2021-06-09,2947,Low,Rejected,OH,1
POL001686,CUST01686,AGT0055,Life,2015-08-18,2472,Low,Rejected,WA,0
POL001687,CUST01687,AGT0129,Auto,2019-02-08,3913,High,Approved,NC,0
POL001688,CUST01688,AGT0114,Health,2020-05-25,1604,High,Approved,FL,0
POL001689,CUST01689,AGT0031,Health,2021-01-29,3912,Low,Approved,OH,0
POL001690,CUST01690,AGT0093,Life,2015-12-18,1442,Low,Rejected,TX,0
POL001691,CUST01691,AGT0022,Life,2015-01-10,2167,Low,Approved,IL,0
POL001692,CUST01692,AGT0178,Auto,2017-06-28,3145,Low,Rejected,OH,0
POL001693,CUST01693,AGT0141,Life,2016-01-27,4486,Medium,Approved,OH,0
POL001694,CUST01694,AGT0189,Health,2019-07-25,1546,Low,Approved,IL,0
POL001695,CUST01695,AGT0176,Auto,2023-04-10,3143,Medium,Approved,IL,0
POL001696,CUST01696,AGT0044,Home,2017-07-29,788,Low,Rejected,NC,0
POL001697,CUST01697,AGT0142,Home,2019-01-30,839,Low,Rejected,OH,0
POL001698,CUST01698,AGT0021,Health,2016-12-07,3953,Low,Approved,CA,0
POL001699,CUST01699,AGT0193,Health,2015-05-25,3735,Low,Rejected,NC,0
POL001700,CUST01700,AGT0158,Travel,2021-04-29,2194,Low,Rejected,GA,0
POL001701,CUST01701,AGT0137,Health,2017-04-22,3303,Low,Approved,GA,0
POL001702,CUST01702,AGT0199,Travel,2019-12-03,2211,Low,Rejected,NC,0
POL001703,CUST01703,AGT0170,Travel,2021-02-22,1747,High,Approved,TX,0
POL001704,CUST01704,AGT0173,Health,2022-07-22,2440,Low,Approved,WA,0
POL001705,CUST01705,AGT0021,Home,2016-09-01,1903,Low,Approved,WA,0
POL001706,CUST01706,AGT0005,Life,2020-03-24,4167,Low,Approved,TX,0
POL001707,CUST01707,AGT0193,Home,2023-03-12,2352,Medium,Approved,FL,1
POL001708,CUST01708,AGT0051,Home,2019-05-08,1943,High,Approved,FL,0
POL001709,CUST01709,AGT0086,Health,2015-05-14,2912,Medium,Approved,WA,0
POL001710,CUST01710,AGT0009,Auto,2017-05-08,3911,Medium,Rejected,WA,0
POL001711,CUST01711,AGT0125,Auto,2022-02-24,1731,Medium,Rejected,FL,0
POL001712,CUST01712,AGT0165,Health,2022-02-15,4727,Low,Approved,GA,0
POL001713,CUST01713,AGT0169,Life,2017-10-30,2585,High,Approved,FL,0
POL001714,CUST01714,AGT0117,Health,2016-10-08,3473,Medium,Approved,CA,0
POL001715,CUST01715,AGT0133,Auto,2017-08-16,4807,Low,Rejected,FL,0
POL001716,CUST01716,AGT0103,Health,2017-03-06,2442,Low,Under Investigation,CA,0
POL001717,CUST01717,AGT0090,Home,2021-08-31,1399,Low,Approved,MI,0
POL001718,CUST01718,AGT0111,Health,2022-07-28,3865,Low,Rejected,NC,0
POL001719,CUST01719,AGT0188,Health,2015-06-03,529,Medium,Approved,TX,0
POL001720,CUST01720,AGT0051,Auto,2021-09-01,2560,Low,Under Investigation,OH,0
POL001721,CUST01721,AGT0095,Health,2021-10-08,4909,Medium,Approved,FL,1
POL001722,CUST01722,AGT0121,Health,2020-07-06,2364,High,Approved,OH,0
POL001723,CUST01723,AGT0115,Travel,2022-11-03,3578,Low,Approved,MI,0
POL001724,CUST01724,AGT0007,Travel,2015-05-08,2863,Low,Approved,MI,0
POL001725,CUST01725,AGT0058,Health,2021-04-18,1466,Medium,Approved,MI,0
POL001726,CUST01726,AGT0130,Auto,2016-02-23,1929,Medium,Approved,FL,1
POL001727,CUST01727,AGT0139,Auto,2023-01-26,2855,Low,Approved,TX,0
POL001728,CUST01728,AGT0147,Health,2019-07-01,969,Low,Rejected,TX,0
POL001729,CUST01729,AGT0199,Home,2015-10-26,2367,Medium,Rejected,TX,1
POL001730,CUST01730,AGT0135,Home,2021-09-18,2366,High,Approved,GA,0
POL001731,CUST01731,AGT0116,Health,2021-09-27,4257,Low,Under Investigation,GA,0
POL001732,CUST01732,AGT0067,Health,2019-03-06,1057,Low,Approved,MI,1
POL001733,CUST01733,AGT0075,Health,2017-10-17,4292,High,Under Investigation,CA,0
POL001734,CUST01734,AGT0166,Home,2015-02-26,2346,Low,Approved,FL,0
POL001735,CUST01735,AGT0094,Life,2023-03-03,3431,Low,Rejected,NC,0
POL001736,CUST01736,AGT0144,Auto,2016-08-28,3006,Medium,Under Investigation,GA,0
POL001737,CUST01737,AGT0025,Home,2022-08-01,1849,Low,Rejected,IL,0
POL001738,CUST01738,AGT0026,Life,2020-04-18,4688,Low,Rejected,TX,0
POL001739,CUST01739,AGT0044,Life,2021-03-01,1510,Medium,Approved,IL,0
POL001740,CUST01740,AGT0040,Home,2021-03-31,663,Medium,Rejected,TX,0
POL001741,CUST01741,AGT0122,Home,2022-09-20,3875,Medium,Approved,OH,0
POL001742,CUST01742,AGT0128,Life,2015-04-20,3296,Low,Approved,WA,0
POL001743,CUST01743,AGT0112,Health,2023-12-02,4507,Medium,Under Investigation,TX,1
POL001744,CUST01744,AGT0058,Home,2015-05-23,2559,Medium,Approved,TX,0
POL001745,CUST01745,AGT0116,Health,2023-12-27,575,Medium,Approved,NC,0
POL001746,CUST01746,AGT0024,Home,2017-05-08,591,Medium,Under Investigation,CA,0
POL001747,CUST01747,AGT0095,Auto,2022-08-11,2449,Medium,Approved,WA,0
POL001748,CUST01748,AGT0031,Health,2015-10-02,1622,High,Approved,NC,0
POL001749,CUST01749,AGT0016,Auto,2019-02-23,4649,Medium,Approved,IL,0
POL001750,CUST01750,AGT0034,Health,2019-11-16,1033,Low,Rejected,NY,0
POL001751,CUST01751,AGT0023,Home,2023-08-02,4463,High,Under Investigation,NY,0
POL001752,CUST01752,AGT0096,Home,2016-02-11,1475,High,Approved,NY,0
POL001753,CUST01753,AGT0110,Travel,2015-04-30,1037,Low,Rejected,MI,0
POL001754,CUST01754,AGT0122,Auto,2020-10-31,1735,Low,Approved,NC,0
POL001755,CUST01755,AGT0088,Travel,2015-06-11,1148,Medium,Rejected,FL,0
POL001756,CUST01756,AGT0036,Health,2021-12-28,2305,Low,Rejected,TX,0
POL001757,CUST01757,AGT0005,Life,2015-05-06,1987,Medium,Under Investigation,OH,1
POL001758,CUST01758,AGT0143,Life,2023-09-25,2880,Medium,Approved,GA,0
POL001759,CUST01759,AGT0197,Travel,2019-10-17,2916,Low,Approved,NC,0
POL001760,CUST01760,AGT0057,Auto,2023-07-14,504,Low,Approved,NY,0
POL001761,CUST01761,AGT0041,Travel,2016-02-21,1061,High,Approved,IL,0
POL001762,CUST01762,AGT0063,Auto,2017-06-17,1228,Low,Approved,TX,0
POL001763,CUST01763,AGT0043,Travel,2019-02-03,1376,Medium,Approved,IL,0
POL001764,CUST01764,AGT0045,Life,2015-04-07,921,Low,Approved,GA,1
POL001765,CUST01765,AGT0099,Home,2015-12-05,1915,Low,Under Investigation,NY,1
POL001766,CUST01766,AGT0158,Health,2017-12-18,2973,Medium,Approved,NY,1
POL001767,CUST01767,AGT0143,Auto,2021-08-18,1890,Low,Approved,IL,0
POL001768,CUST01768,AGT0192,Travel,2021-05-17,1980,Medium,Rejected,MI,1
POL001769,CUST01769,AGT0072,Life,2015-10-13,2612,Medium,Approved,GA,1
POL001770,CUST01770,AGT0099,Travel,2015-07-16,2967,Low,Approved,WA,0
POL001771,CUST01771,AGT0077,Life,2020-11-25,1989,Low,Approved,CA,0
POL001772,CUST01772,AGT0009,Travel,2018-03-28,1498,Medium,Approved,MI,0
POL001773,CUST01773,AGT0078,Travel,2022-02-15,2342,Medium,Approved,CA,0
POL001774,CUST01774,AGT0053,Home,2017-09-06,609,Medium,Rejected,NY,0
POL001775,CUST01775,AGT0096,Life,2018-04-07,2716,Medium,Approved,IL,0
POL001776,CUST01776,AGT0032,Health,2016-12-21,4736,Low,Approved,FL,0
POL001777,CUST01777,AGT0149,Life,2017-05-25,2290,Low,Approved,WA,0
POL001778,CUST01778,AGT0169,Life,2021-05-09,987,Medium,Approved,MI,0
POL001779,CUST01779,AGT0193,Home,2019-03-29,3681,Medium,Approved,OH,0
POL001780,CUST01780,AGT0017,Life,2020-12-05,1070,Medium,Under Investigation,IL,0
POL001781,CUST01781,AGT0024,Health,2015-09-16,1371,Low,Approved,NC,0
POL001782,CUST01782,AGT0194,Life,2019-10-26,1159,Medium,Approved,NC,0
POL001783,CUST01783,AGT0170,Home,2019-02-16,4476,Medium,Approved,IL,0
POL001784,CUST01784,AGT0118,Health,2023-03-12,4915,Low,Rejected,MI,0
POL001785,CUST01785,AGT0065,Travel,2018-10-23,3063,Medium,Rejected,TX,0
POL001786,CUST01786,AGT0104,Auto,2015-12-05,3279,Medium,Approved,FL,0
POL001787,CUST01787,AGT0108,Life,2021-04-09,3404,Low,Rejected,CA,0
POL001788,CUST01788,AGT0170,Health,2016-05-06,3246,Low,Approved,TX,0
POL001789,CUST01789,AGT0106,Health,2023-03-07,2948,Low,Rejected,TX,0
POL001790,CUST01790,AGT0006,Auto,2018-06-14,4940,High,Approved,GA,1
POL001791,CUST01791,AGT0140,Auto,2022-01-21,3799,Low,Rejected,MI,0
POL001792,CUST01792,AGT0156,Auto,2020-11-25,897,Low,Rejected,OH,0
POL001793,CUST01793,AGT0060,Travel,2019-03-08,2263,Low,Rejected,IL,0
POL001794,CUST01794,AGT0024,Travel,2020-04-03,4885,Low,Approved,FL,0
POL001795,CUST01795,AGT0029,Home,2016-08-23,2316,Low,Rejected,TX,0
POL001796,CUST01796,AGT0169,Auto,2015-09-01,1418,Medium,Rejected,OH,0
POL001797,CUST01797,AGT0090,Travel,2021-11-23,4408,Low,Approved,TX,0
POL001798,CUST01798,AGT0106,Life,2023-08-16,3303,Low,Approved,NC,0
POL001799,CUST01799,AGT0193,Home,2022-10-03,3031,Low,Approved,IL,0
POL001800,CUST01800,AGT0013,Travel,2017-09-29,2390,Low,Approved,NY,0
POL001801,CUST01801,AGT0042,Home,2018-03-22,1059,Low,Rejected,CA,0
POL001802,CUST01802,AGT0167,Health,2018-03-25,2227,Medium,Approved,FL,0
POL001803,CUST01803,AGT0109,Life,2021-04-27,2468,Medium,Rejected,CA,1
POL001804,CUST01804,AGT0006,Home,2020-08-11,4690,Medium,Rejected,NC,0
POL001805,CUST01805,AGT0141,Life,2022-03-02,1882,Low,Rejected,IL,0
POL001806,CUST01806,AGT0028,Life,2023-07-03,1171,High,Rejected,NC,0
POL001807,CUST01807,AGT0157,Travel,2018-07-13,2423,Medium,Rejected,OH,1
POL001808,CUST01808,AGT0160,Health,2020-12-17,4986,Low,Approved,WA,0
POL001809,CUST01809,AGT0165,Auto,2019-07-03,2669,Low,Approved,NC,0
POL001810,CUST01810,AGT0093,Home,2023-08-04,2206,Medium,Rejected,TX,1
POL001811,CUST01811,AGT0054,Life,2018-03-09,3500,Low,Under Investigation,TX,0
POL001812,CUST01812,AGT0177,Travel,2016-09-08,3419,Low,Approved,MI,0
POL001813,CUST01813,AGT0112,Health,2018-05-29,1846,Medium,Under Investigation,FL,0
POL001814,CUST01814,AGT0128,Life,2020-07-26,4855,Low,Under Investigation,NC,0
POL001815,CUST01815,AGT0028,Travel,2023-07-30,3168,High,Approved,GA,0
POL001816,CUST01816,AGT0125,Travel,2022-06-16,759,Low,Rejected,NC,0
POL001817,CUST01817,AGT0117,Travel,2015-03-02,2334,Low,Rejected,FL,0
POL001818,CUST01818,AGT0059,Travel,2019-07-31,4652,Low,Approved,NY,0
POL001819,CUST01819,AGT0154,Life,2016-06-06,2270,Low,Approved,OH,0
POL001820,CUST01820,AGT0027,Health,2018-04-05,3055,High,Approved,CA,0
POL001821,CUST01821,AGT0144,Home,2023-06-29,3256,Medium,Rejected,NY,0
POL001822,CUST01822,AGT0193,Life,2023-11-10,3669,High,Approved,OH,0
POL001823,CUST01823,AGT0114,Health,2016-05-19,4425,Medium,Rejected,FL,0
POL001824,CUST01824,AGT0021,Life,2016-04-08,1171,Low,Rejected,FL,0
POL001825,CUST01825,AGT0111,Home,2021-04-07,2825,Low,Rejected,WA,0
POL001826,CUST01826,AGT0106,Life,2018-09-12,2900,Low,Approved,FL,1
POL001827,CUST01827,AGT0111,Home,2018-11-23,1185,High,Approved,WA,0
POL001828,CUST01828,AGT0055,Life,2022-11-09,3530,Low,Approved,WA,0
POL001829,CUST01829,AGT0126,Auto,2023-04-14,1031,Low,Approved,GA,0
POL001830,CUST01830,AGT0053,Life,2023-02-06,2553,Medium,Approved,TX,0
POL001831,CUST01831,AGT0112,Travel,2022-01-16,1986,Medium,Approved,FL,0
POL001832,CUST01832,AGT0119,Travel,2023-10-27,1197,Low,Approved,WA,0
POL001833,CUST01833,AGT0130,Travel,2021-06-23,4200,Medium,Approved,CA,0
POL001834,CUST01834,AGT0160,Health,2022-12-17,1598,Medium,Approved,OH,0
POL001835,CUST01835,AGT0177,Auto,2019-11-11,1648,Medium,Approved,OH,0
POL001836,CUST01836,AGT0156,Life,2015-06-17,4344,Low,Under Investigation,MI,1
POL001837,CUST01837,AGT0160,Auto,2022-05-06,4448,Low,Approved,MI,1
POL001838,CUST01838,AGT0174,Health,2023-05-14,655,Low,Under Investigation,FL,0
POL001839,CUST01839,AGT0049,Life,2017-10-23,1750,High,Rejected,OH,0
POL001840,CUST01840,AGT0059,Home,2018-11-07,3689,High,Approved,GA,0
POL001841,CUST01841,AGT0107,Life,2020-02-23,4001,Medium,Under Investigation,WA,1
POL001842,CUST01842,AGT0094,Life,2020-11-11,4997,Low,Under Investigation,OH,0
POL001843,CUST01843,AGT0141,Auto,2021-01-26,2995,Low,Rejected,TX,0
POL001844,CUST01844,AGT0002,Life,2018-07-19,533,Medium,Approved,WA,0
POL001845,CUST01845,AGT0028,Home,2022-09-08,4431,Low,Approved,OH,0
POL001846,CUST01846,AGT0150,Home,2022-04-27,1224,Medium,Approved,TX,0
POL001847,CUST01847,AGT0165,Home,2023-06-24,1043,Medium,Rejected,TX,0
POL001848,CUST01848,AGT0061,Home,2020-03-07,3533,Low,Approved,FL,0
POL001849,CUST01849,AGT0063,Home,2015-09-12,3217,Low,Approved,NC,0
POL001850,CUST01850,AGT0113,Health,2022-08-10,769,Low,Approved,WA,0
POL001851,CUST01851,AGT0096,Health,2015-09-19,1261,Low,Approved,IL,0
POL001852,CUST01852,AGT0034,Auto,2016-09-28,3154,Medium,Approved,CA,0
POL001853,CUST01853,AGT0101,Health,2017-07-26,1649,Low,Approved,MI,0
POL001854,CUST01854,AGT0164,Health,2016-08-30,3578,Low,Under Investigation,GA,0
POL001855,CUST01855,AGT0146,Home,2021-07-06,2352,Low,Approved,OH,0
POL001856,CUST01856,AGT0164,Travel,2018-12-18,3146,Low,Approved,CA,0
POL001857,CUST01857,AGT0129,Auto,2016-12-21,2637,Medium,Approved,WA,0
POL001858,CUST01858,AGT0176,Health,2015-01-16,2143,Medium,Approved,CA,0
POL001859,CUST01859,AGT0050,Auto,2016-12-12,2040,Medium,Rejected,GA,0
POL001860,CUST01860,AGT0010,Travel,2021-03-26,3637,Medium,Approved,OH,0
POL001861,CUST01861,AGT0023,Life,2022-02-23,2814,Low,Under Investigation,OH,0
POL001862,CUST01862,AGT0199,Health,2017-08-30,3174,Medium,Under Investigation,OH,0
POL001863,CUST01863,AGT0129,Home,2015-08-29,3097,Low,Rejected,NY,0
POL001864,CUST01864,AGT0050,Life,2020-01-06,1434,High,Rejected,OH,0
POL001865,CUST01865,AGT0171,Travel,2022-01-16,4609,Low,Approved,NY,0
POL001866,CUST01866,AGT0062,Home,2015-08-19,3034,Low,Approved,IL,0
POL001867,CUST01867,AGT0120,Health,2022-02-27,3731,Low,Approved,GA,0
POL001868,CUST01868,AGT0050,Life,2016-07-14,4468,Medium,Rejected,NC,0
POL001869,CUST01869,AGT0019,Life,2017-04-27,4661,Low,Approved,TX,0
POL001870,CUST01870,AGT0054,Life,2020-08-08,3500,High,Approved,WA,0
POL001871,CUST01871,AGT0046,Auto,2015-06-18,4042,Low,Approved,CA,0
POL001872,CUST01872,AGT0111,Life,2017-10-01,2623,Medium,Rejected,FL,0
POL001873,CUST01873,AGT0005,Auto,2016-04-01,3820,Medium,Rejected,NY,0
POL001874,CUST01874,AGT0048,Travel,2016-12-06,1947,Low,Approved,NY,0
POL001875,CUST01875,AGT0114,Travel,2021-12-16,3703,Low,Approved,NY,0
POL001876,CUST01876,AGT0079,Home,2017-01-21,886,Low,Approved,NY,0
POL001877,CUST01877,AGT0128,Life,2015-05-23,4614,Medium,Rejected,IL,0
POL001878,CUST01878,AGT0132,Auto,2016-12-06,1600,High,Approved,NC,0
POL001879,CUST01879,AGT0194,Travel,2015-10-13,3454,Low,Approved,MI,0
POL001880,CUST01880,AGT0168,Health,2020-08-08,550,Low,Rejected,NY,0
POL001881,CUST01881,AGT0046,Health,2023-10-02,1200,Low,Approved,FL,0
POL001882,CUST01882,AGT0139,Life,2016-07-05,4939,Low,Rejected,GA,0
POL001883,CUST01883,AGT0126,Travel,2021-07-23,4250,Medium,Approved,CA,0
POL001884,CUST01884,AGT0119,Home,2018-04-06,1501,Low,Under Investigation,IL,0
POL001885,CUST01885,AGT0160,Home,2015-08-25,1088,Low,Approved,FL,0
POL001886,CUST01886,AGT0030,Home,2021-03-10,4166,High,Approved,GA,0
POL001887,CUST01887,AGT0076,Health,2016-11-20,4955,Medium,Under Investigation,CA,1
POL001888,CUST01888,AGT0164,Home,2019-08-15,1258,Medium,Approved,MI,0
POL001889,CUST01889,AGT0179,Travel,2019-07-25,3487,Low,Rejected,FL,0
POL001890,CUST01890,AGT0008,Health,2020-05-16,1776,High,Approved,OH,0
POL001891,CUST01891,AGT0095,Life,2016-03-19,3849,Medium,Approved,OH,0
POL001892,CUST01892,AGT0053,Life,2017-04-04,2382,Medium,Approved,IL,0
POL001893,CUST01893,AGT0034,Travel,2021-08-19,1064,Low,Approved,IL,0
POL001894,CUST01894,AGT0012,Life,2023-05-23,1959,High,Rejected,FL,1
POL001895,CUST01895,AGT0108,Travel,2015-02-08,2923,Medium,Approved,NC,0
POL001896,CUST01896,AGT0134,Life,2018-09-22,4092,Medium,Approved,OH,0
POL001897,CUST01897,AGT0107,Travel,2022-12-06,594,Medium,Approved,FL,0
POL001898,CUST01898,AGT0074,Life,2017-07-31,4809,Medium,Approved,FL,0
POL001899,CUST01899,AGT0155,Travel,2019-01-10,3423,Medium,Approved,IL,1
POL001900,CUST01900,AGT0131,Travel,2023-02-19,4438,High,Under Investigation,MI,1
POL001901,CUST01901,AGT0182,Travel,2023-09-20,4685,Low,Approved,WA,0
POL001902,CUST01902,AGT0070,Home,2020-11-23,1191,Low,Approved,NY,1
POL001903,CUST01903,AGT0048,Life,2021-03-30,921,Medium,Approved,NY,0
POL001904,CUST01904,AGT0092,Travel,2020-07-10,3995,Medium,Approved,TX,0
POL001905,CUST01905,AGT0102,Health,2017-07-21,1345,Medium,Approved,OH,0
POL001906,CUST01906,AGT0092,Auto,2022-12-23,1165,Medium,Rejected,FL,0
POL001907,CUST01907,AGT0167,Travel,2015-04-22,2608,Medium,Rejected,MI,0
POL001908,CUST01908,AGT0010,Life,2015-07-12,4610,Medium,Rejected,OH,1
POL001909,CUST01909,AGT0106,Home,2020-05-31,4080,Low,Approved,FL,0
POL001910,CUST01910,AGT0087,Life,2022-07-15,2830,High,Rejected,WA,0
POL001911,CUST01911,AGT0043,Auto,2022-04-29,1384,Low,Under Investigation,MI,1
POL001912,CUST01912,AGT0129,Home,2021-02-05,2013,Medium,Under Investigation,NY,0
POL001913,CUST01913,AGT0161,Health,2018-05-21,3598,High,Under Investigation,TX,0
POL001914,CUST01914,AGT0110,Health,2018-03-28,1206,Low,Approved,FL,0
POL001915,CUST01915,AGT0017,Travel,2018-10-30,2859,Low,Under Investigation,NY,0
POL001916,CUST01916,AGT0016,Home,2017-04-22,553,Low,Rejected,IL,0
POL001917,CUST01917,AGT0085,Auto,2018-10-09,1962,Medium,Rejected,MI,0
POL001918,CUST01918,AGT0134,Health,2015-12-11,1615,Low,Rejected,WA,0
POL001919,CUST01919,AGT0063,Health,2017-11-17,3564,Low,Under Investigation,NC,0
POL001920,CUST01920,AGT0062,Travel,2023-06-20,4613,High,Approved,MI,0
POL001921,CUST01921,AGT0173,Health,2021-05-11,1159,Low,Rejected,TX,0
POL001922,CUST01922,AGT0003,Health,2016-04-11,4087,Medium,Rejected,TX,0
POL001923,CUST01923,AGT0016,Health,2017-07-29,3451,Medium,Rejected,WA,0
POL001924,CUST01924,AGT0032,Auto,2017-05-02,4864,Low,Rejected,GA,0
POL001925,CUST01925,AGT0197,Life,2017-07-14,4601,Low,Approved,FL,0
