TRANSACTION_ID,POLICY_NUMBER,CUSTOMER_ID,LOSS_DT,REPORT_DT,CLAIM_AMOUNT,PREMIUM_AMOUNT,INCIDENT_SEVERITY,INCIDENT_HOUR_OF_THE_DAY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,VENDOR_ID,IS_FRAUD
TXN0000710,POL000710,CUST00710,2023-06-02,2024-03-02,6268,2418,Minor,14,Fire,1,1,MI,VND0049,0
TXN0000711,POL000711,CUST00711,2019-12-28,2022-05-16,1828,1782,Severe,15,Fire,0,1,NY,VND0005,0
TXN0000712,POL000712,CUST00712,2022-01-21,2023-04-22,4902,4079,Moderate,23,Police,0,1,CA,VND0008,0
TXN0000713,POL000713,CUST00713,2020-11-12,2021-12-03,6039,4489,Moderate,21,Fire,0,1,MI,VND0019,0
TXN0000714,POL000714,CUST00714,2020-03-03,2019-11-02,6674,2700,Major,14,Police,0,0,GA,VND0048,0
TXN0000715,POL000715,CUST00715,2020-07-19,2021-11-29,3709,626,Moderate,19,None,0,1,WA,VND0045,0
TXN0000716,POL000716,CUST00716,2019-06-19,2024-05-03,2334,2752,Moderate,12,Police,0,1,OH,VND0029,0
TXN0000717,POL000717,CUST00717,2021-06-01,2019-09-08,4957,4501,Minor,5,None,1,0,IL,VND0048,0
TXN0000718,POL000718,CUST00718,2021-04-21,2019-09-25,36473,4950,Major,14,Police,1,0,OH,VND0046,1
TXN0000719,POL000719,CUST00719,2021-03-20,2020-12-11,4464,2304,Moderate,21,Fire,1,1,CA,VND0030,0
TXN0000720,POL000720,CUST00720,2019-07-04,2021-07-15,5243,1175,Major,21,Police,0,1,NY,VND0006,0
TXN0000721,POL000721,CUST00721,2022-05-02,2022-06-30,5029,3074,Major,12,Fire,0,1,IL,VND0045,0
TXN0000722,POL000722,CUST00722,2019-12-06,2019-11-30,1850,4238,Minor,22,Ambulance,1,0,FL,VND0033,0
TXN0000723,POL000723,CUST00723,2023-09-14,2024-03-04,15490,4752,Major,4,Fire,0,0,MI,VND0008,1
TXN0000724,POL000724,CUST00724,2019-02-17,2019-11-12,3884,732,Major,0,Ambulance,0,1,WA,VND0043,0
TXN0000725,POL000725,CUST00725,2019-04-21,2020-02-20,19551,1807,Severe,9,None,0,0,IL,VND0020,1
TXN0000726,POL000726,CUST00726,2020-08-25,2024-05-11,32576,2649,Minor,4,Police,0,0,NC,VND0040,1
TXN0000727,POL000727,CUST00727,2021-03-29,2021-02-09,6264,942,Moderate,22,Fire,0,1,FL,VND0014,0
TXN0000728,POL000728,CUST00728,2024-04-30,2022-03-08,33050,4488,Major,2,Ambulance,0,1,WA,VND0001,1
TXN0000729,POL000729,CUST00729,2021-11-20,2021-06-06,6962,1004,Severe,12,Ambulance,0,1,NC,VND0023,0
TXN0000730,POL000730,CUST00730,2021-01-30,2020-06-18,5263,3493,Severe,18,Police,1,0,NC,VND0023,0
TXN0000731,POL000731,CUST00731,2023-08-09,2021-10-28,4261,4633,Moderate,2,Police,0,1,OH,VND0044,0
TXN0000732,POL000732,CUST00732,2020-04-28,2023-04-23,21873,3583,Moderate,1,Fire,0,1,MI,VND0006,1
TXN0000733,POL000733,CUST00733,2023-12-06,2019-02-06,32628,3934,Minor,13,Ambulance,0,1,OH,VND0046,1
TXN0000734,POL000734,CUST00734,2021-03-20,2023-11-07,3432,1684,Major,21,None,1,0,WA,VND0008,0
TXN0000735,POL000735,CUST00735,2020-09-19,2020-01-20,21825,4223,Major,0,Fire,0,1,GA,VND0047,1
TXN0000736,POL000736,CUST00736,2020-08-27,2024-01-31,4203,2383,Major,0,Ambulance,0,1,IL,VND0036,0
TXN0000737,POL000737,CUST00737,2019-01-20,2024-04-30,3186,775,Moderate,22,Fire,0,0,FL,VND0018,0
TXN0000738,POL000738,CUST00738,2022-09-14,2024-03-02,1197,2149,Severe,14,Police,1,0,WA,VND0048,0
TXN0000739,POL000739,CUST00739,2022-03-04,2022-08-13,5067,2074,Minor,16,Fire,0,0,CA,VND0018,0
TXN0000740,POL000740,CUST00740,2022-06-27,2024-01-07,3137,2846,Moderate,6,Fire,0,1,CA,VND0032,0
TXN0000741,POL000741,CUST00741,2022-08-01,2023-10-06,8100,1691,Moderate,7,Police,0,0,CA,VND0001,1
TXN0000742,POL000742,CUST00742,2019-02-24,2022-07-20,45493,2580,Moderate,11,Ambulance,1,1,TX,VND0006,1
TXN0000743,POL000743,CUST00743,2023-10-28,2023-12-11,6180,2425,Major,5,Fire,0,0,FL,VND0018,0
TXN0000744,POL000744,CUST00744,2021-10-23,2020-12-02,9524,1971,Moderate,10,Police,0,1,IL,VND0013,1
TXN0000745,POL000745,CUST00745,2022-10-19,2023-08-18,2961,3633,Minor,22,Fire,0,1,FL,VND0012,0
TXN0000746,POL000746,CUST00746,2019-03-14,2024-02-16,3681,1874,Minor,17,None,0,1,IL,VND0019,0
TXN0000747,POL000747,CUST00747,2023-03-08,2022-07-13,769,3946,Moderate,20,Ambulance,0,1,IL,VND0031,0
TXN0000748,POL000748,CUST00748,2022-09-21,2019-09-17,1326,1628,Major,11,Fire,0,1,IL,VND0007,0
TXN0000749,POL000749,CUST00749,2021-01-09,2020-03-19,6593,4391,Moderate,18,None,0,1,CA,VND0038,0
TXN0000750,POL000750,CUST00750,2024-02-22,2019-12-19,4215,2142,Moderate,10,Police,1,1,OH,VND0043,0
TXN0000751,POL000751,CUST00751,2022-07-29,2021-12-20,1630,683,Minor,14,Fire,0,1,FL,VND0042,0
TXN0000752,POL000752,CUST00752,2023-12-27,2021-06-04,1353,1174,Major,17,Ambulance,1,1,OH,VND0010,0
TXN0000753,POL000753,CUST00753,2023-07-07,2023-08-03,3094,4128,Moderate,19,Fire,0,1,CA,VND0045,0
TXN0000754,POL000754,CUST00754,2020-02-17,2020-08-06,5120,4424,Moderate,22,Ambulance,1,0,MI,VND0007,0
TXN0000755,POL000755,CUST00755,2024-06-22,2019-12-13,5166,1453,Moderate,2,Ambulance,0,1,NC,VND0006,0
TXN0000756,POL000756,CUST00756,2023-01-30,2022-06-04,1527,3209,Minor,19,Fire,0,1,NY,VND0037,0
TXN0000757,POL000757,CUST00757,2020-01-16,2019-10-21,5134,3084,Minor,17,None,0,1,NY,VND0039,0
TXN0000758,POL000758,CUST00758,2023-05-11,2024-01-06,6294,1102,Minor,17,None,0,1,NY,VND0007,0
TXN0000759,POL000759,CUST00759,2021-05-11,2019-06-26,20478,2533,Major,0,Fire,1,1,WA,VND0021,1
TXN0000760,POL000760,CUST00760,2023-10-01,2021-09-26,378,3622,Minor,11,None,0,1,NC,VND0021,0
TXN0000761,POL000761,CUST00761,2019-12-14,2024-04-03,6720,4852,Minor,23,Ambulance,1,0,IL,VND0037,0
TXN0000762,POL000762,CUST00762,2020-06-05,2022-01-31,3749,4314,Severe,21,Police,0,1,GA,VND0026,0
TXN0000763,POL000763,CUST00763,2020-11-28,2023-06-26,13825,940,Moderate,5,Police,0,0,CA,VND0031,1
TXN0000764,POL000764,CUST00764,2021-06-23,2021-05-13,44383,1568,Moderate,11,Police,1,0,MI,VND0005,1
TXN0000765,POL000765,CUST00765,2022-06-21,2023-03-10,2234,2465,Moderate,20,Police,0,1,OH,VND0049,0
TXN0000766,POL000766,CUST00766,2020-03-20,2022-12-05,46740,1177,Minor,22,Fire,1,0,NY,VND0028,1
TXN0000767,POL000767,CUST00767,2022-11-17,2021-11-11,1675,3068,Minor,7,Police,0,0,GA,VND0034,0
TXN0000768,POL000768,CUST00768,2019-02-18,2019-08-05,31386,538,Major,19,Ambulance,0,0,CA,VND0025,1
TXN0000769,POL000769,CUST00769,2020-10-26,2024-05-17,29733,1010,Moderate,20,Fire,1,1,IL,VND0013,1
TXN0000770,POL000770,CUST00770,2022-08-15,2019-04-22,5925,712,Major,3,Ambulance,0,1,WA,VND0034,0
TXN0000771,POL000771,CUST00771,2020-06-15,2020-12-31,3676,1829,Severe,0,Ambulance,0,1,NC,VND0015,0
TXN0000772,POL000772,CUST00772,2021-05-15,2022-07-25,6423,3930,Minor,1,Fire,0,0,CA,VND0011,0
TXN0000773,POL000773,CUST00773,2022-05-01,2023-04-08,3614,1297,Major,3,Ambulance,0,0,OH,VND0028,0
TXN0000774,POL000774,CUST00774,2020-05-12,2021-12-24,2262,4942,Minor,17,None,0,0,GA,VND0018,0
TXN0000775,POL000775,CUST00775,2024-04-19,2021-03-30,47431,1712,Moderate,9,Fire,0,0,OH,VND0045,1
TXN0000776,POL000776,CUST00776,2023-08-28,2021-04-11,1248,701,Major,16,Fire,0,0,NY,VND0033,0
TXN0000777,POL000777,CUST00777,2024-05-02,2024-05-27,5803,2009,Minor,2,Ambulance,0,0,GA,VND0019,0
TXN0000778,POL000778,CUST00778,2021-09-21,2020-11-15,5096,3866,Severe,14,None,0,1,IL,VND0002,0
TXN0000779,POL000779,CUST00779,2020-11-20,2023-09-26,1200,979,Moderate,17,Ambulance,0,1,WA,VND0018,0
TXN0000780,POL000780,CUST00780,2024-06-19,2019-04-29,4157,823,Moderate,23,None,0,0,MI,VND0006,0
TXN0000781,POL000781,CUST00781,2023-01-02,2022-08-31,3858,4322,Minor,7,Police,1,1,WA,VND0011,0
TXN0000782,POL000782,CUST00782,2023-05-12,2022-10-12,1566,3164,Moderate,13,Police,1,0,IL,VND0015,0
TXN0000783,POL000783,CUST00783,2020-01-02,2022-10-02,1030,2044,Moderate,11,Fire,0,1,GA,VND0033,0
TXN0000784,POL000784,CUST00784,2023-10-11,2021-05-10,5370,3902,Minor,8,Police,0,1,TX,VND0006,0
TXN0000785,POL000785,CUST00785,2021-11-25,2022-11-02,1995,4299,Moderate,15,Police,0,1,NC,VND0009,0
TXN0000786,POL000786,CUST00786,2023-04-02,2021-06-27,3728,2116,Minor,13,Police,0,1,NC,VND0002,0
TXN0000787,POL000787,CUST00787,2023-07-14,2022-04-21,1884,3025,Severe,19,Fire,0,0,NC,VND0046,0
TXN0000788,POL000788,CUST00788,2019-08-01,2023-12-14,4643,549,Moderate,0,None,1,1,CA,VND0050,0
TXN0000789,POL000789,CUST00789,2019-07-18,2022-09-26,533,1877,Moderate,5,None,1,1,IL,VND0015,0
TXN0000790,POL000790,CUST00790,2019-05-11,2023-02-03,2643,3178,Major,13,Fire,0,1,FL,VND0023,0
TXN0000791,POL000791,CUST00791,2022-07-14,2024-05-13,3920,1386,Major,13,None,0,1,WA,VND0016,0
TXN0000792,POL000792,CUST00792,2024-01-11,2020-03-30,3185,4960,Major,21,None,0,1,OH,VND0027,0
TXN0000793,POL000793,CUST00793,2019-03-02,2022-04-09,4364,4870,Severe,16,Fire,1,1,GA,VND0028,0
TXN0000794,POL000794,CUST00794,2019-10-05,2022-08-26,11140,1659,Minor,0,Fire,0,1,IL,VND0013,1
TXN0000795,POL000795,CUST00795,2021-09-02,2022-11-11,38646,2283,Moderate,11,None,1,0,TX,VND0033,1
TXN0000796,POL000796,CUST00796,2021-02-24,2019-10-07,5344,1352,Major,20,Fire,0,0,GA,VND0001,0
TXN0000797,POL000797,CUST00797,2019-07-26,2023-03-21,11215,2767,Minor,20,Fire,1,1,GA,VND0033,1
TXN0000798,POL000798,CUST00798,2022-05-09,2020-02-08,1267,1057,Major,19,None,0,1,NY,VND0038,0
TXN0000799,POL000799,CUST00799,2023-12-23,2021-04-15,5964,2259,Minor,11,Ambulance,0,0,GA,VND0003,0
TXN0000800,POL000800,CUST00800,2020-03-01,2022-12-19,5492,2998,Severe,2,Fire,0,0,NY,VND0037,0
TXN0000801,POL000801,CUST00801,2019-01-06,2020-06-26,4826,3253,Major,5,None,0,1,GA,VND0037,0
TXN0000802,POL000802,CUST00802,2020-03-28,2019-09-24,5626,3184,Moderate,20,Ambulance,0,1,NY,VND0049,0
TXN0000803,POL000803,CUST00803,2020-01-06,2022-10-02,5495,1496,Moderate,8,Fire,0,1,NC,VND0041,0
TXN0000804,POL000804,CUST00804,2021-07-24,2020-07-30,5276,4065,Severe,18,Fire,0,0,MI,VND0002,0
TXN0000805,POL000805,CUST00805,2019-08-04,2023-08-01,26492,3612,Major,0,Police,0,0,IL,VND0005,1
TXN0000806,POL000806,CUST00806,2020-12-25,2023-12-23,29983,3888,Major,11,Police,1,1,CA,VND0007,1
TXN0000807,POL000807,CUST00807,2019-08-28,2020-12-17,4260,2605,Major,22,None,0,0,GA,VND0030,0
TXN0000808,POL000808,CUST00808,2022-09-19,2023-02-05,2057,4516,Minor,5,Police,0,1,WA,VND0036,0
TXN0000809,POL000809,CUST00809,2021-07-30,2020-04-09,5458,2254,Minor,0,None,0,1,NC,VND0033,0
TXN0000810,POL000810,CUST00810,2019-05-31,2024-02-24,3384,4125,Minor,6,Police,0,0,NY,VND0017,0
TXN0000811,POL000811,CUST00811,2019-03-29,2020-05-22,42288,1415,Major,1,Ambulance,0,1,OH,VND0011,1
TXN0000812,POL000812,CUST00812,2021-09-07,2023-11-20,42125,1612,Moderate,14,Ambulance,1,0,NY,VND0004,1
TXN0000813,POL000813,CUST00813,2022-04-02,2023-05-13,3943,2870,Moderate,4,None,0,1,NC,VND0019,0
TXN0000814,POL000814,CUST00814,2019-12-16,2020-10-03,6450,3001,Severe,5,Fire,0,1,NC,VND0016,0
TXN0000815,POL000815,CUST00815,2020-10-11,2023-07-28,23497,3857,Minor,14,None,1,1,GA,VND0016,1
TXN0000816,POL000816,CUST00816,2022-05-02,2022-07-07,2754,1838,Major,7,Fire,0,1,NY,VND0005,0
TXN0000817,POL000817,CUST00817,2021-08-03,2022-09-20,2726,4426,Moderate,15,None,0,0,TX,VND0015,0
TXN0000818,POL000818,CUST00818,2019-08-22,2021-02-13,6150,1984,Moderate,22,Police,0,1,GA,VND0042,0
TXN0000819,POL000819,CUST00819,2021-02-24,2020-04-29,5342,2903,Minor,22,Fire,1,0,NY,VND0013,0
TXN0000820,POL000820,CUST00820,2020-02-01,2022-11-14,1311,4693,Major,17,Ambulance,1,1,WA,VND0044,0
TXN0000821,POL000821,CUST00821,2024-02-03,2019-04-29,41134,2927,Major,23,Ambulance,1,0,CA,VND0005,1
TXN0000822,POL000822,CUST00822,2023-06-02,2020-12-14,2724,3568,Moderate,17,None,0,1,MI,VND0032,0
TXN0000823,POL000823,CUST00823,2020-09-18,2019-10-26,4597,4588,Moderate,1,Fire,0,0,NC,VND0006,0
TXN0000824,POL000824,CUST00824,2020-04-16,2019-01-17,555,4885,Moderate,22,Ambulance,1,0,OH,VND0020,0
TXN0000825,POL000825,CUST00825,2019-09-28,2019-01-29,5056,2747,Moderate,13,Ambulance,0,0,WA,VND0048,0
TXN0000826,POL000826,CUST00826,2023-01-19,2019-07-22,29469,2376,Moderate,0,None,0,0,NC,VND0039,1
TXN0000827,POL000827,CUST00827,2024-01-17,2024-03-15,1740,1386,Moderate,14,Police,1,0,CA,VND0026,0
TXN0000828,POL000828,CUST00828,2020-07-02,2023-04-12,1224,2918,Major,5,Police,0,0,NY,VND0032,0
TXN0000829,POL000829,CUST00829,2022-07-08,2024-06-23,4467,4632,Major,12,Ambulance,0,1,MI,VND0034,0
TXN0000830,POL000830,CUST00830,2020-04-16,2019-07-02,1947,2692,Minor,15,Police,1,1,NC,VND0040,0
TXN0000831,POL000831,CUST00831,2024-01-15,2024-07-09,6602,2068,Major,0,Police,0,0,TX,VND0030,0
TXN0000832,POL000832,CUST00832,2020-08-23,2022-05-02,5471,982,Moderate,10,Ambulance,1,1,TX,VND0026,0
TXN0000833,POL000833,CUST00833,2019-07-12,2023-05-28,6694,2253,Severe,1,Fire,0,1,WA,VND0004,0
TXN0000834,POL000834,CUST00834,2023-11-04,2023-10-03,3836,1565,Moderate,2,Fire,0,0,CA,VND0048,0
TXN0000835,POL000835,CUST00835,2024-03-12,2020-06-24,6581,4895,Minor,5,Fire,1,0,WA,VND0029,0
TXN0000836,POL000836,CUST00836,2021-03-08,2023-02-11,295,2874,Major,18,Ambulance,1,1,OH,VND0015,0
TXN0000837,POL000837,CUST00837,2023-12-26,2022-08-07,2171,1116,Minor,9,Fire,1,1,MI,VND0007,0
TXN0000838,POL000838,CUST00838,2020-05-04,2021-04-24,215,803,Major,1,None,0,1,FL,VND0031,0
TXN0000839,POL000839,CUST00839,2020-06-27,2021-09-28,4807,4328,Severe,17,Police,0,1,NY,VND0040,0
TXN0000840,POL000840,CUST00840,2021-12-13,2020-03-08,3672,4691,Major,13,Police,0,1,NC,VND0041,0
TXN0000841,POL000841,CUST00841,2022-04-20,2020-01-21,19899,3933,Moderate,3,Police,0,1,TX,VND0045,1
TXN0000842,POL000842,CUST00842,2021-02-12,2024-02-10,2273,1057,Moderate,13,None,1,1,TX,VND0045,0
TXN0000843,POL000843,CUST00843,2023-05-24,2023-01-23,4577,942,Moderate,5,Fire,1,1,GA,VND0032,0
TXN0000844,POL000844,CUST00844,2023-05-05,2022-02-25,1426,1390,Minor,15,Police,0,1,CA,VND0048,0
TXN0000845,POL000845,CUST00845,2019-08-31,2022-11-09,19489,3880,Severe,22,Fire,1,1,WA,VND0004,1
TXN0000846,POL000846,CUST00846,2024-06-10,2021-04-08,4372,3943,Moderate,7,Ambulance,0,1,GA,VND0020,0
TXN0000847,POL000847,CUST00847,2019-11-16,2020-05-30,1831,4270,Moderate,17,Fire,1,0,NC,VND0025,0
TXN0000848,POL000848,CUST00848,2021-11-22,2024-03-20,1753,936,Minor,0,Fire,0,0,OH,VND0035,0
TXN0000849,POL000849,CUST00849,2021-04-29,2024-06-24,22525,1189,Severe,9,Police,1,0,GA,VND0015,1
TXN0000850,POL000850,CUST00850,2021-06-25,2020-03-21,4227,4551,Severe,21,Ambulance,1,0,WA,VND0015,0
TXN0000851,POL000851,CUST00851,2019-09-15,2023-06-13,1929,4679,Moderate,1,Police,0,1,CA,VND0046,0
TXN0000852,POL000852,CUST00852,2020-11-19,2021-06-21,2779,3765,Minor,22,Police,1,1,FL,VND0033,0
TXN0000853,POL000853,CUST00853,2019-03-02,2022-12-06,3895,977,Major,2,Ambulance,0,0,GA,VND0032,0
TXN0000854,POL000854,CUST00854,2024-05-07,2019-08-21,1469,808,Moderate,11,None,1,0,TX,VND0010,0
TXN0000855,POL000855,CUST00855,2019-10-16,2021-09-03,4068,750,Severe,4,Ambulance,0,0,FL,VND0026,0
TXN0000856,POL000856,CUST00856,2021-08-27,2019-09-22,1139,3613,Severe,0,None,0,1,CA,VND0022,0
TXN0000857,POL000857,CUST00857,2020-03-09,2023-07-08,1169,4306,Major,8,Fire,1,1,CA,VND0032,0
TXN0000858,POL000858,CUST00858,2019-12-24,2021-03-25,1810,3342,Minor,13,Ambulance,1,0,IL,VND0047,0
TXN0000859,POL000859,CUST00859,2021-02-22,2020-06-27,2148,1679,Major,17,Fire,1,0,GA,VND0014,0
TXN0000860,POL000860,CUST00860,2024-04-29,2022-11-19,402,3908,Severe,7,Ambulance,0,1,TX,VND0041,0
TXN0000861,POL000861,CUST00861,2021-08-17,2024-04-14,6738,766,Moderate,11,None,0,1,WA,VND0032,0
TXN0000862,POL000862,CUST00862,2024-04-12,2020-11-25,2295,4226,Major,4,Ambulance,0,1,NC,VND0025,0
TXN0000863,POL000863,CUST00863,2023-07-18,2022-12-26,5671,4513,Moderate,17,Police,1,0,GA,VND0048,0
TXN0000864,POL000864,CUST00864,2021-05-24,2022-10-30,6333,3732,Severe,4,Ambulance,1,0,CA,VND0008,0
TXN0000865,POL000865,CUST00865,2023-12-14,2021-09-24,45856,4456,Major,20,Fire,1,1,OH,VND0034,1
TXN0000866,POL000866,CUST00866,2020-11-29,2023-06-19,5853,3137,Minor,4,Ambulance,0,0,WA,VND0020,0
TXN0000867,POL000867,CUST00867,2021-10-03,2019-09-28,880,2607,Moderate,15,Ambulance,1,1,FL,VND0035,0
TXN0000868,POL000868,CUST00868,2022-09-27,2023-11-12,2729,1951,Minor,7,Ambulance,0,1,OH,VND0007,0
TXN0000869,POL000869,CUST00869,2022-03-28,2021-04-05,39395,4647,Moderate,23,None,1,0,OH,VND0037,1
TXN0000870,POL000870,CUST00870,2023-07-22,2019-04-14,4115,3637,Severe,6,None,0,1,GA,VND0004,0
TXN0000871,POL000871,CUST00871,2019-11-23,2024-06-23,238,1357,Minor,22,None,0,1,WA,VND0018,0
TXN0000872,POL000872,CUST00872,2021-09-27,2023-04-17,31601,4806,Severe,20,Ambulance,0,1,TX,VND0046,1
TXN0000873,POL000873,CUST00873,2022-08-27,2023-07-11,5670,766,Minor,11,Fire,1,0,CA,VND0032,0
TXN0000874,POL000874,CUST00874,2020-10-25,2019-11-06,5835,3143,Major,11,Police,0,1,CA,VND0025,0
TXN0000875,POL000875,CUST00875,2023-10-06,2023-03-02,2810,1357,Severe,8,None,0,0,FL,VND0017,0
TXN0000876,POL000876,CUST00876,2020-08-27,2022-11-17,1806,3489,Major,10,None,1,1,NY,VND0005,0
TXN0000877,POL000877,CUST00877,2020-08-27,2024-01-01,2304,2356,Major,11,Police,1,1,MI,VND0006,0
TXN0000878,POL000878,CUST00878,2020-10-17,2021-01-30,2215,2467,Severe,3,Police,0,0,OH,VND0036,0
TXN0000879,POL000879,CUST00879,2022-09-19,2024-02-20,2556,3521,Moderate,7,Ambulance,0,1,NC,VND0014,0
TXN0000880,POL000880,CUST00880,2019-08-25,2022-12-06,2252,3902,Major,21,Police,0,1,OH,VND0004,0
TXN0000881,POL000881,CUST00881,2019-10-14,2020-06-07,3308,2210,Minor,23,Police,0,1,WA,VND0022,0
TXN0000882,POL000882,CUST00882,2023-04-12,2020-03-19,477,4989,Moderate,1,None,0,0,NY,VND0020,0
TXN0000883,POL000883,CUST00883,2020-02-21,2024-01-02,2071,2743,Minor,17,Police,0,1,GA,VND0048,0
TXN0000884,POL000884,CUST00884,2019-07-30,2022-08-02,2339,1221,Major,5,Police,0,1,FL,VND0012,0
TXN0000885,POL000885,CUST00885,2020-06-13,2019-09-09,1242,528,Major,15,None,0,0,FL,VND0014,0
TXN0000886,POL000886,CUST00886,2021-03-10,2019-09-24,6169,1410,Moderate,14,Police,0,0,WA,VND0009,0
TXN0000887,POL000887,CUST00887,2019-03-08,2023-08-03,4793,3609,Severe,21,None,0,1,CA,VND0010,0
TXN0000888,POL000888,CUST00888,2023-08-03,2019-12-21,23303,2927,Minor,16,Ambulance,0,1,FL,VND0027,1
TXN0000889,POL000889,CUST00889,2019-08-24,2020-03-29,4018,2020,Severe,19,Ambulance,0,1,NY,VND0012,0
TXN0000890,POL000890,CUST00890,2021-03-22,2022-06-01,945,2666,Minor,19,None,0,1,TX,VND0036,0
TXN0000891,POL000891,CUST00891,2020-02-10,2023-10-14,6351,4271,Moderate,15,Police,0,0,NC,VND0041,0
TXN0000892,POL000892,CUST00892,2020-08-14,2020-11-21,3314,3072,Moderate,9,Police,1,1,NY,VND0025,0
TXN0000893,POL000893,CUST00893,2019-04-01,2022-09-12,4854,761,Moderate,8,Police,1,1,IL,VND0012,0
TXN0000894,POL000894,CUST00894,2024-03-18,2022-11-28,36521,720,Major,8,Fire,0,0,NY,VND0042,1
TXN0000895,POL000895,CUST00895,2024-02-25,2022-05-04,3561,2669,Major,8,None,1,1,MI,VND0049,0
TXN0000896,POL000896,CUST00896,2019-09-11,2022-10-21,3527,2319,Major,6,Police,1,1,IL,VND0046,0
TXN0000897,POL000897,CUST00897,2020-01-31,2020-04-15,2135,4327,Minor,7,Fire,0,0,NC,VND0047,0
TXN0000898,POL000898,CUST00898,2023-11-11,2022-06-16,3972,3123,Minor,13,Fire,0,1,GA,VND0041,0
TXN0000899,POL000899,CUST00899,2021-04-12,2019-01-22,5189,3905,Minor,6,Police,0,1,WA,VND0037,0
TXN0000900,POL000900,CUST00900,2019-05-05,2023-01-20,337,3133,Moderate,8,Fire,0,1,GA,VND0048,0
TXN0000901,POL000901,CUST00901,2019-09-30,2023-05-24,1090,2053,Minor,17,Police,0,0,WA,VND0017,0
TXN0000902,POL000902,CUST00902,2021-04-09,2023-05-28,5927,3458,Moderate,7,Police,0,0,GA,VND0047,0
TXN0000903,POL000903,CUST00903,2022-01-24,2019-03-15,42135,3296,Major,2,Ambulance,1,1,CA,VND0002,1
TXN0000904,POL000904,CUST00904,2022-06-21,2024-01-19,6820,3740,Severe,0,None,0,1,TX,VND0042,0
TXN0000905,POL000905,CUST00905,2019-11-04,2021-06-05,4311,1351,Major,18,Fire,0,0,NC,VND0017,0
TXN0000906,POL000906,CUST00906,2021-01-12,2019-06-25,4643,3386,Minor,22,Ambulance,1,1,CA,VND0015,0
TXN0000907,POL000907,CUST00907,2020-06-07,2021-12-23,6313,1784,Moderate,16,Ambulance,0,0,TX,VND0034,0
TXN0000908,POL000908,CUST00908,2021-12-08,2022-03-07,9473,4056,Minor,1,None,0,1,NC,VND0009,1
TXN0000909,POL000909,CUST00909,2020-10-07,2021-04-01,2441,4093,Moderate,13,None,1,1,NY,VND0050,0
TXN0000910,POL000910,CUST00910,2020-02-14,2023-02-26,3790,3311,Moderate,6,None,0,0,FL,VND0037,0
TXN0000911,POL000911,CUST00911,2023-06-25,2022-01-10,1802,4760,Severe,7,None,0,1,TX,VND0001,0
TXN0000912,POL000912,CUST00912,2022-02-16,2020-03-25,2473,2918,Moderate,22,None,0,1,NY,VND0043,0
TXN0000913,POL000913,CUST00913,2021-08-09,2022-06-13,4825,613,Minor,19,None,0,1,MI,VND0006,0
TXN0000914,POL000914,CUST00914,2019-09-28,2020-06-27,1213,3227,Moderate,17,Ambulance,1,1,IL,VND0042,0
TXN0000915,POL000915,CUST00915,2019-05-23,2019-09-10,4769,3999,Severe,12,Fire,0,0,WA,VND0041,0
TXN0000916,POL000916,CUST00916,2023-05-17,2020-07-04,4171,955,Minor,13,Fire,1,0,NC,VND0033,0
TXN0000917,POL000917,CUST00917,2024-04-28,2024-01-07,9293,970,Major,21,Ambulance,0,1,FL,VND0031,1
TXN0000918,POL000918,CUST00918,2022-03-17,2022-03-09,8858,1729,Minor,15,None,1,1,TX,VND0042,1
TXN0000919,POL000919,CUST00919,2019-03-20,2020-10-14,4991,4299,Minor,13,None,0,0,WA,VND0043,0
TXN0000920,POL000920,CUST00920,2021-08-25,2021-01-19,5806,2873,Major,2,Ambulance,1,1,WA,VND0036,0
TXN0000921,POL000921,CUST00921,2020-07-16,2023-10-07,18814,4893,Minor,23,Police,0,0,TX,VND0009,1
TXN0000922,POL000922,CUST00922,2019-04-20,2022-09-13,3062,4428,Major,19,Fire,1,0,NY,VND0034,0
TXN0000923,POL000923,CUST00923,2019-10-13,2023-04-17,4644,2996,Minor,8,Ambulance,1,1,NC,VND0011,0
TXN0000924,POL000924,CUST00924,2021-09-30,2022-05-24,3020,3555,Moderate,6,Fire,0,1,WA,VND0003,0
TXN0000925,POL000925,CUST00925,2021-05-06,2024-06-29,2636,1989,Moderate,23,Fire,0,1,WA,VND0008,0
TXN0000926,POL000926,CUST00926,2022-02-05,2022-08-26,2424,906,Major,22,Fire,0,0,FL,VND0024,0
TXN0000927,POL000927,CUST00927,2022-10-23,2021-03-28,1633,2294,Major,10,Police,0,0,MI,VND0049,0
TXN0000928,POL000928,CUST00928,2020-06-17,2020-06-04,6791,3165,Major,5,Fire,0,0,NC,VND0002,0
TXN0000929,POL000929,CUST00929,2020-07-28,2019-04-17,4730,1319,Moderate,19,Fire,0,1,IL,VND0004,0
TXN0000930,POL000930,CUST00930,2022-09-21,2023-04-04,1389,1497,Minor,15,None,1,1,NY,VND0005,0
TXN0000931,POL000931,CUST00931,2020-01-31,2024-03-02,6082,567,Moderate,21,Police,1,0,MI,VND0010,0
TXN0000932,POL000932,CUST00932,2019-06-04,2022-09-09,1228,3803,Moderate,13,Fire,0,1,MI,VND0028,0
TXN0000933,POL000933,CUST00933,2023-09-10,2021-09-19,4237,4547,Minor,13,None,0,1,WA,VND0042,0
